organism,organ,assay,dataset_title,cell_type,count
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,radial glial cell,17045
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,retinal progenitor cell,3718
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,stem cell,78
Homo sapiens,brain,10x 3' v2,HNOCA Extended: The Human Neural Organoid Atlas,unknown,27932
Homo sapiens,brain,10x 3' v2,Immune cells,B cell,154
Homo sapiens,brain,10x 3' v2,Immune cells,T cell,3368
Homo sapiens,brain,10x 3' v2,Immune cells,mast cell,29
Homo sapiens,brain,10x 3' v2,Immune cells,myeloid cell,1019
Homo sapiens,brain,10x 3' v2,Immune cells,natural killer cell,160
Homo sapiens,brain,10x 3' v2,Immune cells,plasma cell,367
Homo sapiens,brain,10x 3' v2,Mesenchymal cells,endothelial cell,17
Homo sapiens,brain,10x 3' v2,Mesenchymal cells,fibroblast,63
Homo sapiens,brain,10x 3' v2,Myeloid cells,classical monocyte,961
Homo sapiens,brain,10x 3' v2,Myeloid cells,conventional dendritic cell,25
Homo sapiens,brain,10x 3' v2,Myeloid cells,neutrophil,31
Homo sapiens,brain,10x 3' v2,Myeloid cells,plasmacytoid dendritic cell,2
Homo sapiens,brain,10x 3' v2,NSCLC epithelial cells,basal cell,53
Homo sapiens,brain,10x 3' v2,NSCLC epithelial cells,ciliated epithelial cell,8
Homo sapiens,brain,10x 3' v2,NSCLC epithelial cells,epithelial cell,1235
Homo sapiens,brain,10x 3' v2,NSCLC epithelial cells,hepatocyte,122
Homo sapiens,brain,10x 3' v2,NSCLC epithelial cells,ionocyte,5
Homo sapiens,brain,10x 3' v2,NSCLC epithelial cells,neuroendocrine cell,13
Homo sapiens,brain,10x 3' v2,Oligodendrocytes in MS,astrocyte,876
Homo sapiens,brain,10x 3' v2,Oligodendrocytes in MS,endothelial cell,723
Homo sapiens,brain,10x 3' v2,Oligodendrocytes in MS,leukocyte,423
Homo sapiens,brain,10x 3' v2,Oligodendrocytes in MS,macrophage,367
Homo sapiens,brain,10x 3' v2,Oligodendrocytes in MS,microglial cell,418
Homo sapiens,brain,10x 3' v2,Oligodendrocytes in MS,neuron,3386
Homo sapiens,brain,10x 3' v2,Oligodendrocytes in MS,oligodendrocyte,5422
Homo sapiens,brain,10x 3' v2,Oligodendrocytes in MS,oligodendrocyte precursor cell,118
Homo sapiens,brain,10x 3' v2,Oligodendrocytes in MS,pericyte,453
Homo sapiens,brain,10x 3' v2,Oligodendrocytes in MS,progenitor cell,271
Homo sapiens,brain,10x 3' v2,Oligodendrocytes in MS,vascular associated smooth muscle cell,112
Homo sapiens,brain,10x 3' v2,T cells,CD4-positive helper T cell,2818
Homo sapiens,brain,10x 3' v2,T cells,"CD8-positive, alpha-beta memory T cell",464
Homo sapiens,brain,10x 3' v2,T cells,"effector CD8-positive, alpha-beta T cell",4
Homo sapiens,brain,10x 3' v2,T cells,exhausted T cell,14
Homo sapiens,brain,10x 3' v2,T cells,gamma-delta T cell,1
Homo sapiens,brain,10x 3' v2,T cells,regulatory T cell,67
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,GABAergic interneuron,273
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,Mueller cell,1238
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,Purkinje cell,500
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,amacrine cell,586
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,astrocyte,3541
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,central nervous system neuron,3676
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,cerebellum glutamatergic neuron,923
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,cerebral cortex GABAergic interneuron,4364
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,cerebral cortex neuron,14207
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,cerebral cortex pyramidal neuron,15399
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,choroid plexus epithelial cell,941
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,epithelial cell,142
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,extracellular matrix secreting cell,1971
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,eye photoreceptor cell,1797
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,forebrain neuroblast,140
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,forebrain radial glial cell,6624
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,glial cell,1843
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,glioblast,1125
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,hypothalamus cell,1282
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,interneuron,6379
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,mesenchymal cell,1346
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,mesodermal cell,494
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,microglial cell,48
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,midbrain dopaminergic neuron,3042
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,neural cell,3167
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,neural crest cell,475
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,neural crest derived neuron,381
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,neural progenitor cell,24864
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,neurectodermal cell,779
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,neuroblast (sensu Vertebrata),18016
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,neuroepithelial stem cell,2955
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,neuron,2619
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,pigmented epithelial cell,126
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,pyramidal neuron,8799
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,radial glial cell,11067
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,retinal progenitor cell,3718
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,stem cell,78
Homo sapiens,brain,10x 3' v2,The Human Neural Organoid Atlas,unknown,14652
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,B cell,604
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,CD1c-positive myeloid dendritic cell,307
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,"CD4-positive, alpha-beta T cell",1818
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,"CD8-positive, alpha-beta T cell",1454
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,alveolar macrophage,240
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,bronchus fibroblast of lung,39
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,capillary endothelial cell,2
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,classical monocyte,770
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,club cell,5
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,conventional dendritic cell,19
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,dendritic cell,4
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,endothelial cell of lymphatic vessel,2
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,epithelial cell of lung,533
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,fibroblast of lung,82
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,macrophage,2912
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,malignant cell,8643
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,mast cell,217
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,mesothelial cell,1
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,multiciliated epithelial cell,22
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,myeloid cell,173
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,natural killer cell,703
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,neutrophil,2
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,non-classical monocyte,10
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,pericyte,147
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,plasma cell,482
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,plasmacytoid dendritic cell,6
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,pulmonary alveolar type 2 cell,494
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,pulmonary artery endothelial cell,2
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,regulatory T cell,401
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,smooth muscle cell,23
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,stromal cell,6
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- core atlas,vein endothelial cell,113
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,B cell,604
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,CD1c-positive myeloid dendritic cell,307
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,"CD4-positive, alpha-beta T cell",1818
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,"CD8-positive, alpha-beta T cell",1454
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,alveolar macrophage,240
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,bronchus fibroblast of lung,39
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,capillary endothelial cell,2
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,classical monocyte,770
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,club cell,5
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,conventional dendritic cell,19
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,dendritic cell,4
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,endothelial cell of lymphatic vessel,2
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,epithelial cell of lung,533
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,fibroblast of lung,82
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,macrophage,2912
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,malignant cell,8643
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,mast cell,217
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,mesothelial cell,1
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,multiciliated epithelial cell,22
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,myeloid cell,173
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,natural killer cell,703
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,neutrophil,2
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,non-classical monocyte,10
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,pericyte,147
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,plasma cell,482
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,plasmacytoid dendritic cell,6
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,pulmonary alveolar type 2 cell,494
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,pulmonary artery endothelial cell,2
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,regulatory T cell,401
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,smooth muscle cell,23
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,stromal cell,6
Homo sapiens,brain,10x 3' v2,The single-cell lung cancer atlas (LuCA) -- extended atlas,vein endothelial cell,113
Homo sapiens,brain,10x 3' v3,All,cell,153
Homo sapiens,brain,10x 3' v3,All,erythrocyte,21
Homo sapiens,brain,10x 3' v3,All,fibroblast,1
Homo sapiens,brain,10x 3' v3,All,glioblast,3
Homo sapiens,brain,10x 3' v3,All,macrophage,145
Homo sapiens,brain,10x 3' v3,All,neuroblast (sensu Nematoda and Protostomia),1818
Homo sapiens,brain,10x 3' v3,All,neuroblast (sensu Vertebrata),16236
Homo sapiens,brain,10x 3' v3,All,neuron,25054
Homo sapiens,brain,10x 3' v3,All,oligodendrocyte,6
Homo sapiens,brain,10x 3' v3,All,radial glial cell,42562
Homo sapiens,brain,10x 3' v3,ClassErythrocyte,erythrocyte,21
Homo sapiens,brain,10x 3' v3,ClassFibroblast,fibroblast,1
Homo sapiens,brain,10x 3' v3,ClassGlioblast,glioblast,3
Homo sapiens,brain,10x 3' v3,ClassGlioblastOligo,glioblast,3
Homo sapiens,brain,10x 3' v3,ClassGlioblastOligo,oligodendrocyte,6
Homo sapiens,brain,10x 3' v3,ClassImmune,macrophage,145
Homo sapiens,brain,10x 3' v3,ClassNeuroblast,neuroblast (sensu Vertebrata),16236
Homo sapiens,brain,10x 3' v3,ClassNeuron,neuron,25054
Homo sapiens,brain,10x 3' v3,ClassNeuronalIPC,neuroblast (sensu Nematoda and Protostomia),1818
Homo sapiens,brain,10x 3' v3,ClassOligo,oligodendrocyte,6
Homo sapiens,brain,10x 3' v3,ClassRadialGlia,radial glial cell,42562
Homo sapiens,brain,10x 3' v3,Core GBmap,B cell,58
Homo sapiens,brain,10x 3' v3,Core GBmap,dendritic cell,1064
Homo sapiens,brain,10x 3' v3,Core GBmap,macrophage,724
Homo sapiens,brain,10x 3' v3,Core GBmap,malignant cell,6
Homo sapiens,brain,10x 3' v3,Core GBmap,mast cell,78
Homo sapiens,brain,10x 3' v3,Core GBmap,mature T cell,3870
Homo sapiens,brain,10x 3' v3,Core GBmap,microglial cell,4020
Homo sapiens,brain,10x 3' v3,Core GBmap,monocyte,5845
Homo sapiens,brain,10x 3' v3,Core GBmap,mural cell,2
Homo sapiens,brain,10x 3' v3,Core GBmap,natural killer cell,603
Homo sapiens,brain,10x 3' v3,Core GBmap,oligodendrocyte,3
Homo sapiens,brain,10x 3' v3,Core GBmap,plasma cell,24
Homo sapiens,brain,10x 3' v3,Extended GBmap,B cell,806
Homo sapiens,brain,10x 3' v3,Extended GBmap,astrocyte,116
Homo sapiens,brain,10x 3' v3,Extended GBmap,dendritic cell,3270
Homo sapiens,brain,10x 3' v3,Extended GBmap,endothelial cell,530
Homo sapiens,brain,10x 3' v3,Extended GBmap,macrophage,73505
Homo sapiens,brain,10x 3' v3,Extended GBmap,malignant cell,44100
Homo sapiens,brain,10x 3' v3,Extended GBmap,mast cell,168
Homo sapiens,brain,10x 3' v3,Extended GBmap,mature T cell,16653
Homo sapiens,brain,10x 3' v3,Extended GBmap,microglial cell,60755
Homo sapiens,brain,10x 3' v3,Extended GBmap,monocyte,11835
Homo sapiens,brain,10x 3' v3,Extended GBmap,mural cell,404
Homo sapiens,brain,10x 3' v3,Extended GBmap,natural killer cell,830
Homo sapiens,brain,10x 3' v3,Extended GBmap,neuron,1643
Homo sapiens,brain,10x 3' v3,Extended GBmap,neutrophil,263
Homo sapiens,brain,10x 3' v3,Extended GBmap,oligodendrocyte,11353
Homo sapiens,brain,10x 3' v3,Extended GBmap,oligodendrocyte precursor cell,13083
Homo sapiens,brain,10x 3' v3,Extended GBmap,plasma cell,283
Homo sapiens,brain,10x 3' v3,Extended GBmap,radial glial cell,197
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,caudal ganglionic eminence derived cortical interneuron,2188
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,central nervous system neuron,21917
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,cerebral cortex neuron,764
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,choroid plexus epithelial cell,2029
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,epithelial cell,14
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,forebrain neuroblast,3463
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,forebrain radial glial cell,4579
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,mesenchymal cell,1889
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,microglial cell,12
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,midbrain dopaminergic neuron,6017
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,neural crest cell,155
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,neural crest derived neuron,38
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,neural progenitor cell,15820
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,neural stem cell,10227
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,neuroblast (sensu Vertebrata),16413
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,neuron,555
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,neuron of the forebrain,666
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,pluripotent stem cell,2942
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,radial glial cell,695
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,retinal progenitor cell,1431
Homo sapiens,brain,10x 3' v3,HNOCA Extended: The Human Neural Organoid Atlas,unknown,30629
Homo sapiens,brain,10x 3' v3,The Human Neural Organoid Atlas,caudal ganglionic eminence derived cortical interneuron,2188
