organism,organ,assay,cell_type_counts
Homo sapiens,duodeno-jejunal junction,10x 3' v2,"{""endothelial cell of artery"": 175, ""endothelial cell of lymphatic vessel"": 50, ""enteric neuron"": 725, ""enteric smooth muscle cell"": 2157, ""enterocyte"": 5374, ""enteroendocrine cell"": 270, ""epithelial cell"": 182, ""erythroblast"": 390, ""fibroblast"": 2218, ""hematopoietic cell"": 425, ""interstitial cell of Cajal"": 453, ""intestine goblet cell"": 209, ""mesodermal cell"": 4382, ""mesothelial cell"": 145, ""myofibroblast cell"": 702, ""neural crest cell"": 676, ""pericyte"": 563, ""progenitor cell"": 1110, ""stem cell"": 648, ""vein endothelial cell"": 738}"
Homo sapiens,duodenum,10x 3' v2,"{""B cell"": 1699, ""BEST4+ enterocyte"": 1123, ""CD16-negative, CD56-bright natural killer cell, human"": 2708, ""CD16-positive, CD56-dim natural killer cell, human"": 508, ""CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human"": 60, ""CD4-positive helper T cell"": 9, ""CD4-positive, alpha-beta T cell"": 43, ""CD4-positive, alpha-beta memory T cell"": 6020, ""CD8-positive, alpha-beta T cell"": 26, ""CD8-positive, alpha-beta memory T cell"": 7552, ""GIP cell"": 15, ""IgA plasma cell"": 4257, ""IgG plasma cell"": 204, ""IgM plasma cell"": 460, ""Langerhans cell"": 55, ""M cell of gut"": 336, ""NKp44-negative group 3 innate lymphoid cell, human"": 107, ""NKp44-positive group 3 innate lymphoid cell, human"": 50, ""P/D1 enteroendocrine cell"": 27, ""T cell"": 58, ""T follicular helper cell"": 504, ""T-helper 17 cell"": 3416, ""TREM2-positive macrophage"": 990, ""activated CD8-positive, alpha-beta T cell"": 537, ""afferent neuron"": 2384, ""angiogenic pericyte"": 108, ""capillary endothelial cell"": 3398, ""colon epithelial cell"": 23, ""colonocyte"": 5110, ""common lymphoid progenitor"": 24, ""conventional dendritic cell"": 4802, ""cycling T cell"": 824, ""dendritic cell"": 33, ""dendritic cell, human"": 60, ""effector memory CD8-positive, alpha-beta T cell"": 1628, ""endothelial cell"": 1642, ""endothelial cell of artery"": 1360, ""endothelial cell of lymphatic vessel"": 923, ""enteric neuron"": 3492, ""enteric smooth muscle cell"": 4826, ""enterocyte"": 47536, ""enteroendocrine cell"": 2689, ""enteroglial cell"": 6240, ""eosinophil"": 90, ""epithelial cell"": 21347, ""epithelial cell of lung"": 6, ""erythroblast"": 70, ""erythrocyte"": 231, ""fibroblast"": 49555, ""fibroblast of gingiva"": 12, ""fibroblastic reticular cell"": 4588, ""foveolar cell of stomach"": 57, ""gamma-delta T cell"": 2284, ""gastrointestinal tract (lamina propria) macrophage"": 27476, ""germinal center B cell"": 80, ""glial cell"": 996, ""group 2 innate lymphoid cell"": 5, ""group 3 innate lymphoid cell"": 1636, ""immature B cell"": 20, ""immature pericyte"": 2116, ""inhibitory motor neuron"": 1055, ""interneuron"": 696, ""interstitial cell of Cajal"": 1855, ""intestinal crypt stem cell"": 7181, ""intestinal epithelial cell"": 4503, ""intestinal tuft cell"": 3, ""intestine goblet cell"": 4941, ""macrophage"": 14123, ""mast cell"": 1437, ""mature NK T cell"": 2545, ""mature neutrophil"": 2, ""megakaryocyte"": 16, ""memory B cell"": 995, ""memory T cell"": 39, ""mesenchymal cell"": 19421, ""mesenchymal lymphangioblast"": 10, ""mesodermal cell"": 82983, ""mesothelial cell"": 1106, ""migratory enteric neural crest cell"": 791, ""monocyte"": 1261, ""motor neuron"": 3566, ""mucosal invariant T cell"": 196, ""mucous neck cell of gastric gland"": 131, ""myeloid leukocyte"": 3315, ""myofibroblast cell"": 23444, ""naive B cell"": 808, ""naive thymus-derived CD4-positive, alpha-beta T cell"": 1060, ""naive thymus-derived CD8-positive, alpha-beta T cell"": 504, ""natural T-regulatory cell"": 150, ""natural killer cell"": 616, ""neuroblast (sensu Vertebrata)"": 2842, ""neutrophil"": 36, ""neutrophil progenitor cell"": 295, ""oligodendrocyte precursor cell"": 750, ""paneth cell"": 125, ""parietal cell"": 3, ""peptic cell"": 3, ""pericyte"": 6208, ""peripheral nervous system neuron"": 728, ""plasmablast"": 4, ""plasmacytoid dendritic cell"": 23, ""plasmacytoid dendritic cell, human"": 565, ""precursor B cell"": 648, ""precursor cell"": 376, ""primary sensory neuron (sensu Teleostei)"": 259, ""pro-B cell"": 552, ""progenitor cell"": 13923, ""progenitor cell of endocrine pancreas"": 157, ""regulatory T cell"": 759, ""smooth muscle cell"": 20488, ""stem cell"": 2348, ""stromal cell"": 8769, ""transit amplifying cell"": 4564, ""tuft cell of small intestine"": 783, ""type B pancreatic cell"": 7, ""type D enteroendocrine cell"": 39, ""type EC enteroendocrine cell"": 678, ""type G enteroendocrine cell"": 3, ""type I enteroendocrine cell"": 90, ""type L enteroendocrine cell"": 1, ""unknown"": 118, ""vascular associated smooth muscle cell"": 1240, ""vein endothelial cell"": 4642}"
Homo sapiens,duodenum,10x 3' v3,"{""B cell"": 649, ""BEST4+ enterocyte"": 2065, ""CD16-negative, CD56-bright natural killer cell, human"": 24, ""CD16-positive, CD56-dim natural killer cell, human"": 36, ""CD4-positive, alpha-beta T cell"": 405, ""CD4-positive, alpha-beta memory T cell"": 8, ""CD8-positive, alpha-beta T cell"": 2205, ""Langerhans cell"": 5, ""M cell of gut"": 563, ""T follicular helper cell"": 12, ""T-helper 17 cell"": 60, ""TREM2-positive macrophage"": 55, ""activated CD4-positive, alpha-beta T cell"": 159, ""activated CD8-positive, alpha-beta T cell"": 1689, ""afferent neuron"": 348, ""capillary endothelial cell"": 328, ""colon epithelial cell"": 1, ""conventional dendritic cell"": 200, ""cycling T cell"": 16, ""dendritic cell, human"": 15, ""effector memory CD8-positive, alpha-beta T cell"": 12, ""endothelial cell"": 389, ""endothelial cell of arteriole"": 300, ""endothelial cell of artery"": 68, ""endothelial cell of lymphatic vessel"": 205, ""endothelial cell of venule"": 129, ""enteric neuron"": 148, ""enterocyte"": 21479, ""enterocyte of epithelium of small intestine"": 1465, ""enterocyte of epithelium proper of duodenum"": 40464, ""enterocyte of epithelium proper of ileum"": 3, ""enteroendocrine cell"": 813, ""enteroendocrine cell of small intestine"": 344, ""enteroglial cell"": 319, ""epithelial cell"": 808, ""epithelial cell of small intestine"": 79, ""erythroblast"": 17, ""fibroblast"": 4338, ""gamma-delta T cell"": 126, ""gastrointestinal tract (lamina propria) macrophage"": 2016, ""glial cell"": 90, ""goblet cell"": 2260, ""group 3 innate lymphoid cell"": 32, ""inhibitory motor neuron"": 88, ""innate lymphoid cell"": 45, ""interneuron"": 28, ""interstitial cell of Cajal"": 79, ""intestinal crypt stem cell"": 468, ""intestinal crypt stem cell of small intestine"": 1051, ""intestinal epithelial cell"": 358, ""intestinal tuft cell"": 522, ""intestine goblet cell"": 372, ""macrophage"": 1206, ""mast cell"": 393, ""mature NK T cell"": 66, ""memory B cell"": 4, ""mesenchymal cell"": 2436, ""mesodermal cell"": 4044, ""mesothelial cell"": 1, ""microfold cell of epithelium of small intestine"": 4, ""monocyte"": 113, ""motor neuron"": 312, ""myeloid dendritic cell"": 27, ""myeloid leukocyte"": 199, ""myofibroblast cell"": 117, ""naive thymus-derived CD4-positive, alpha-beta T cell"": 22, ""naive thymus-derived CD8-positive, alpha-beta T cell"": 4, ""natural killer cell"": 84, ""neuroblast (sensu Vertebrata)"": 156, ""neuron"": 6, ""neutrophil"": 54, ""neutrophil progenitor cell"": 10, ""paneth cell"": 89, ""paneth cell of epithelium of small intestine"": 4479, ""pericyte"": 605, ""peripheral nervous system neuron"": 231, ""plasma cell"": 705, ""precursor B cell"": 12, ""pro-B cell"": 52, ""progenitor cell"": 410, ""regulatory T cell"": 9, ""small intestine goblet cell"": 1003, ""smooth muscle cell"": 236, ""stem cell"": 110163, ""stromal cell"": 23, ""transit amplifying cell"": 391, ""transit amplifying cell of small intestine"": 116, ""tuft cell of colon"": 31, ""vein endothelial cell"": 328}"
Homo sapiens,duodenum,10x 5' v1,"{""BEST4+ enterocyte"": 218, ""CD16-negative, CD56-bright natural killer cell, human"": 30, ""CD16-positive, CD56-dim natural killer cell, human"": 36, ""CD4-positive helper T cell"": 332, ""CD4-positive, alpha-beta memory T cell"": 248, ""CD8-positive, alpha-beta memory T cell"": 1018, ""CD8-positive, alpha-beta memory T cell, CD45RO-positive"": 10, ""IgA plasma cell"": 80, ""IgM plasma cell"": 4, ""Langerhans cell"": 5, ""T follicular helper cell"": 34, ""T-helper 17 cell"": 120, ""alpha-beta T cell"": 154, ""alveolar macrophage"": 4, ""classical monocyte"": 12, ""conventional dendritic cell"": 31, ""cycling T cell"": 8, ""effector memory CD4-positive, alpha-beta T cell"": 12, ""effector memory CD8-positive, alpha-beta T cell"": 48, ""effector memory CD8-positive, alpha-beta T cell, terminally differentiated"": 48, ""endothelial cell of artery"": 12, ""endothelial cell of lymphatic vessel"": 24, ""enterocyte"": 1520, ""enteroendocrine cell"": 748, ""foveolar cell of stomach"": 4, ""gamma-delta T cell"": 94, ""germinal center B cell"": 4, ""group 3 innate lymphoid cell"": 8, ""intestinal crypt stem cell"": 228, ""intestine goblet cell"": 146, ""lymphocyte"": 244, ""macrophage"": 95, ""mast cell"": 43, ""memory B cell"": 14, ""mucosal invariant T cell"": 10, ""mucous neck cell of gastric gland"": 6, ""naive thymus-derived CD4-positive, alpha-beta T cell"": 188, ""naive thymus-derived CD8-positive, alpha-beta T cell"": 6, ""non-classical monocyte"": 2, ""paneth cell"": 12, ""plasma cell"": 28, ""plasmablast"": 4, ""regulatory T cell"": 4, ""transit amplifying cell"": 2135, ""tuft cell of small intestine"": 577, ""unknown"": 78, ""vein endothelial cell"": 4}"
Homo sapiens,duodenum,10x 5' v2,"{""BEST4+ enterocyte"": 424, ""CD16-negative, CD56-bright natural killer cell, human"": 864, ""CD16-positive, CD56-dim natural killer cell, human"": 16, ""CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human"": 52, ""CD4-positive, alpha-beta T cell"": 49, ""CD4-positive, alpha-beta memory T cell"": 412, ""CD8-positive, alpha-beta T cell"": 13, ""CD8-positive, alpha-beta memory T cell"": 108, ""GIP cell"": 29, ""IgA plasma cell"": 31, ""IgG plasma cell"": 10, ""IgM plasma cell"": 16, ""Langerhans cell"": 5, ""M cell of gut"": 380, ""NKp44-negative group 3 innate lymphoid cell, human"": 162, ""NKp44-positive group 3 innate lymphoid cell, human"": 118, ""T cell"": 194, ""T follicular helper cell"": 12, ""T-helper 17 cell"": 512, ""TREM2-positive macrophage"": 315, ""activated CD4-positive, alpha-beta T cell"": 1, ""afferent neuron"": 632, ""angiogenic pericyte"": 296, ""capillary endothelial cell"": 3088, ""colon epithelial cell"": 156, ""colonocyte"": 8687, ""common lymphoid progenitor"": 19, ""conventional dendritic cell"": 1438, ""cycling T cell"": 84, ""dendritic cell, human"": 25, ""effector memory CD8-positive, alpha-beta T cell"": 159, ""endothelial cell"": 268, ""endothelial cell of artery"": 1456, ""endothelial cell of lymphatic vessel"": 867, ""enteric neuron"": 1364, ""enteric smooth muscle cell"": 1363, ""enterocyte"": 44477, ""enterocyte of epithelium of large intestine"": 10, ""enteroendocrine cell"": 956, ""enteroglial cell"": 4284, ""eosinophil"": 25, ""epithelial cell"": 4930, ""erythrocyte"": 631, ""fibroblast"": 24676, ""fibroblast of gingiva"": 16, ""fibroblastic reticular cell"": 840, ""foveolar cell of stomach"": 3140, ""gamma-delta T cell"": 413, ""gastrointestinal tract (lamina propria) macrophage"": 9292, ""gastrointestinal tract (lamina propria) macrophage of large intestine"": 3, ""germinal center B cell"": 8, ""glial cell"": 1586, ""goblet cell"": 1, ""group 2 innate lymphoid cell"": 9, ""group 3 innate lymphoid cell"": 524, ""immature B cell"": 61, ""immature pericyte"": 1860, ""inflammatory macrophage"": 1, ""inhibitory motor neuron"": 445, ""interneuron"": 279, ""interstitial cell of Cajal"": 668, ""intestinal crypt stem cell"": 3704, ""intestinal tuft cell"": 12, ""intestine goblet cell"": 1914, ""macrophage"": 3233, ""mast cell"": 60, ""mature NK T cell"": 30, ""megakaryocyte"": 3, ""memory B cell"": 152, ""mesenchymal cell"": 48, ""mesenchymal lymphangioblast"": 19, ""mesodermal cell"": 67649, ""mesothelial cell"": 3883, ""migratory enteric neural crest cell"": 194, ""monocyte"": 301, ""motor neuron"": 1247, ""mucosal invariant T cell"": 4, ""mucous neck cell of gastric gland"": 305, ""myofibroblast cell"": 10479, ""naive B cell"": 80, ""naive thymus-derived CD4-positive, alpha-beta T cell"": 76, ""naive thymus-derived CD8-positive, alpha-beta T cell"": 40, ""natural killer cell"": 246, ""neuroblast (sensu Vertebrata)"": 1395, ""neutrophil"": 11, ""neutrophil progenitor cell"": 105, ""oligodendrocyte precursor cell"": 292, ""paneth cell"": 198, ""pericyte"": 2991, ""plasma cell"": 8, ""plasmacytoid dendritic cell"": 14, ""plasmacytoid dendritic cell, human"": 15, ""precursor B cell"": 145, ""primary sensory neuron (sensu Teleostei)"": 91, ""pro-B cell"": 169, ""progenitor cell"": 1695, ""progenitor cell of endocrine pancreas"": 19, ""regulatory T cell"": 102, ""smooth muscle cell"": 5696, ""stem cell"": 1586, ""stromal cell"": 8782, ""transit amplifying cell"": 9716, ""tuft cell of colon"": 3, ""tuft cell of small intestine"": 52, ""type B pancreatic cell"": 24, ""type D enteroendocrine cell"": 28, ""type EC enteroendocrine cell"": 574, ""type I enteroendocrine cell"": 35, ""type L enteroendocrine cell"": 1, ""unknown"": 146, ""vascular associated smooth muscle cell"": 2100, ""vein endothelial cell"": 3687}"
Homo sapiens,duodenum,10x gene expression flex,"{""CD4-positive, alpha-beta memory T cell"": 6, ""activated CD8-positive, alpha-beta T cell"": 57, ""basal cell of epithelium of lobular bronchiole"": 19, ""capillary endothelial cell"": 76, ""conventional dendritic cell"": 2, ""macrophage"": 269, ""malignant cell"": 2005, ""mucous cell of stomach"": 1232, ""muscle fibroblast"": 295, ""natural killer cell"": 7, ""parietal cell"": 349, ""pericyte"": 3, ""plasma cell"": 32, ""plasmacytoid dendritic cell"": 33, ""regulatory T cell"": 9, ""salivary gland glandular cell"": 941}"
Homo sapiens,duodenum,SORT-seq,"{""M cell of gut"": 5, ""enteroendocrine cell"": 1551, ""goblet cell"": 15, ""intestinal tuft cell"": 4, ""stem cell"": 1401}"
Homo sapiens,duodenum,Seq-Well S3,"{""M cell of gut"": 12, ""colon epithelial cell"": 2, ""enterocyte"": 103, ""enteroendocrine cell"": 2, ""epithelial cell of stomach"": 2, ""goblet cell"": 88, ""intestinal tuft cell"": 2, ""stem cell"": 8311}"
Homo sapiens,duodenum,microwell-seq,"{""B cell"": 4, ""T cell"": 31, ""dendritic cell"": 76, ""endocrine cell"": 8, ""endothelial cell"": 66, ""enterocyte"": 1525, ""epithelial cell"": 1, ""fibroblast"": 4, ""goblet cell"": 1238, ""macrophage"": 52, ""mast cell"": 2, ""plasma cell"": 1662, ""professional antigen presenting cell"": 1, ""smooth muscle cell"": 2, ""stromal cell"": 9}"
Homo sapiens,embryo,10x 3' v2,"{""cardiac endothelial cell"": 51, ""hematopoietic stem cell"": 23, ""pluripotent stem cell"": 14142, ""progenitor cell"": 28}"
Homo sapiens,embryoid body,10x 3' v3,"{""cardiac endothelial cell"": 1044, ""endothelial cell"": 2509, ""epithelial cell"": 161, ""hematopoietic precursor cell"": 1121, ""hematopoietic stem cell"": 124, ""kidney interstitial fibroblast"": 268, ""myeloid lineage restricted progenitor cell"": 124, ""pluripotent stem cell"": 8603, ""progenitor cell"": 329, ""vein endothelial cell"": 1130}"
Homo sapiens,embryoid body,sci-RNA-seq3,"{""Schwann cell"": 2549, ""blood cell"": 6960, ""endodermal cell"": 8571, ""endothelial cell"": 12399, ""epidermal cell"": 3054, ""epithelial cell"": 15494, ""fibroblast"": 4845, ""intermediate mesodermal cell"": 9629, ""lateral mesodermal cell"": 11823, ""mesodermal cell"": 18299, ""neural progenitor cell"": 10381, ""neuron"": 2351, ""paraxial cell"": 4330, ""primordial germ cell"": 10040, ""sensory neuron"": 15966, ""somatic stem cell"": 9473, ""splanchnic mesodermal cell"": 19921}"
Homo sapiens,endocrine pancreas,10x 3' v3,"{""B cell"": 81, ""CD4-positive, alpha-beta T cell"": 6, ""CD8-positive, alpha-beta T cell"": 45, ""endothelial cell"": 495, ""fibroblast"": 3, ""macrophage"": 9, ""mast cell"": 3, ""mature NK T cell"": 6, ""monocyte"": 6, ""natural killer cell"": 9, ""pancreatic PP cell"": 3, ""pancreatic acinar cell"": 1101, ""pancreatic ductal cell"": 1893, ""pancreatic stellate cell"": 3}"
Homo sapiens,endometrium,10x 3' v2,"{""B cell"": 12, ""CD4-positive, alpha-beta memory T cell"": 44, ""CD8-positive, alpha-beta memory T cell"": 68, ""blood vessel endothelial cell"": 136, ""capillary endothelial cell"": 748, ""ciliated cell"": 522, ""ciliated epithelial cell"": 292, ""decidual cell"": 23040, ""endothelial cell of artery"": 640, ""endothelial cell of lymphatic vessel"": 27, ""endothelial cell of uterus"": 7845, ""endothelial cell of venule"": 3386, ""epithelial cell"": 3442, ""fibro/adipogenic progenitor cell"": 1764, ""fibroblast"": 1813, ""fibrocyte"": 130, ""glandular secretory epithelial cell"": 2253, ""hematopoietic precursor cell"": 88, ""innate lymphoid cell"": 14, ""leukocyte"": 448, ""luminal endometrial multiciliated epithelial cell"": 536, ""macrophage"": 584, ""mast cell"": 46, ""memory T cell"": 52, ""myeloid cell"": 298, ""myoepithelial cell"": 528, ""natural killer cell"": 220, ""perivascular cell"": 8600, ""regulatory T cell"": 6, ""stromal cell"": 14, ""stromal cell of endometrium"": 1886, ""stromal cell of ovary"": 11637, ""supporting cell"": 6763, ""unknown"": 353, ""uterine smooth muscle cell"": 19663}"
